article_id,published,title,url,feed_label,ProjectNumber,EWS Project Name,EWS hyperlink,Matched
bbfb53e9,2/6/18,EIB approves 1.5 billion euro loan for TAP gas pipeline,https://uk.reuters.com/article/uk-eu-energy/eib-approves-15-billion-euro-loan-for-tap-gas-pipeline-idUKKBN1FQ2DA,NEWS EIB - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
874e2620,2/7/18,EIB Approves â‚¬1.5bn TAP Loan,https://www.naturalgasworld.com/eib-approves-1.5bn-tap-loan-58725,NEWS EIB - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
57de6b56,3/19/18,EIB reveals details of loan for TANAP (Exclusive),https://en.trend.az/business/energy/2875583.html,NEWS EIB - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
8dfda546,3/1/18,ADB Pledges To Finance TAP Project,https://www.tolonews.com/afghanistan/adb-pledges-finance-tap-project,NEWS ADB - All Streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
ebf9ade8,2/20/18,TAP gas pipeline to get 1.2 bln euros in loans from EBRD in 2018,https://www.reuters.com/article/azerbaijan-ebrd/tap-gas-pipeline-to-get-12-bln-euros-in-loans-from-ebrd-in-2018-idUSL8N1Q94PG,NEWS EBRD - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
ffb6e18a,2/20/18,TAP gas pipeline to get 1.2 bln euros in loans from EBRD in 2018,http://www.kitco.com/news/2018-02-20/TAP-gas-pipeline-to-get-1-2-bln-euros-in-loans-from-EBRD-in-2018.html,NEWS EBRD - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
966769ac,3/1/18,ADB Pledges To Finance TAP Project,https://www.tolonews.com/index.php/afghanistan/adb-pledges-finance-tap-project,NEWS ADB - All Streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
dd374c54,2/20/18,EBRD to allocate 1.2B euros for TAP in 2018,https://www.azernews.az/oil_and_gas/127499.html,NEWS EBRD - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
c417b692,1/17/18,EBRD announces time of discussing TAP loan (Exclusive),https://en.trend.az/business/energy/2848591.html,NEWS EBRD - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
3b6d3235,2/20/18,TAP gas pipeline to get 1.2 bln euros in loans from EBRD in 2018,https://af.reuters.com/article/commoditiesNews/idAFL8N1Q94PG,NEWS EBRD - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
16482ff0,2/20/18,TAP Gas Pipeline To Get 1.2B Euros In Loans From EBRD In 2018,https://www.rigzone.com/news/wire/tap_gas_pipeline_to_get_12b_euros_in_loans_from_ebrd_in_2018-20-feb-2018-153592-article/,NEWS EBRD - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
a8a842c4,2/20/18,EBRD to allocate 1.2B euros for TAP in 2018,https://en.trend.az/business/energy/2863230.html,NEWS EBRD - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
53a92bf8,2/20/18,TAP gas pipeline to get 1.2 bln euros in loans from EBRD in 2018,https://www.reuters.com/article/azerbaijan-ebrd/tap-gas-pipeline-to-get-1-2-bln-euros-in-loans-from-ebrd-in-2018-idUSL8N1Q94PG,NEWS EBRD - All streams,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/,1
b1310eb5,2/1/18,EIB to lend 130 mln euro for Serbia's Nis-Dimitrovgrad railway overhaul,https://seenews.com/news/eib-to-lend-130-mln-euro-for-serbias-nis-dimitrovgrad-railway-overhaul-600282,NEWS EIB - All streams,EIB-20160341,RAILWAY NIS-DIMITROVGRAD (EIB-20160341),https://ewsdata.rightsindevelopment.org/projects/20160341-railway-nis-dimitrovgrad/,1
af79244f,1/12/18,Bulgarian EU Presidency begins with EIB loan of 100M euro under Juncker Plan for agri-pharma firm,https://sofiaglobe.com/2018/01/12/bulgarian-eu-presidency-begins-with-eib-loan-of-100m-euro-under-juncker-plan-for-agri-pharma-firm/,NEWS EIB - All streams,EIB-20160727,BIOVET PESHTERA (EIB-20160727),https://ewsdata.rightsindevelopment.org/projects/20160727-biovet-peshtera/,1
ef0ef031,1/16/18,BMRCL signs project agreement with EIB,https://www.nyoooz.com/news/bengaluru/1010438/bmrcl-signs-project-agreement-with-eib/,NEWS EIB - All streams,EIB-20160816,Bangalore Metro Rail Corporation - LINE R6,https://ewsdata.rightsindevelopment.org/projects/20160816-bangalore-metro-rail-corporation-line-r6/,1
e819156c,3/28/18,EIB pumps $25m into off-grid solar project,http://www.engineeringnews.co.za/article/eib-pumps-25m-into-off-grid-solar-project-2018-03-28,NEWS EIB - All streams,EIB-20161001,OFF-GRID SOLAR ACCELERATION (EIB-20161001),https://ewsdata.rightsindevelopment.org/projects/20161001-off-grid-solar-acceleration/,1
1e153953,3/10/18,"IREDA, EIB ink 150mn-euro loan agreement for renewable energy",https://www.indiatoday.in/pti-feed/story/ireda-eib-ink-150mn-euro-loan-agreement-for-renewable-energy-1186755-2018-03-10,NEWS EIB - All streams,EIB-20170105,IREDA-RENEWABLE ENERGY AND ENERGY EFFICIENCY FL2,https://ewsdata.rightsindevelopment.org/projects/20170105-ireda-renewable-energy-and-energy-efficiency-fl2/,1
62e12c0d,3/30/18,Valmet signs Euro 45 million loan agreement with European Investment Bank,https://www.lesprom.com/en/news/Valmet_signs_Euro_45_million_loan_agreement_with_European_Investment_Bank_82586/,NEWS EIB - All streams,EIB-20170819,VALMET - AUTOMATION RDI (EIB-20170819),https://ewsdata.rightsindevelopment.org/projects/20170819-valmet-automation-rdi/,1
bb0c7835,1/8/18,AfDB okays energy loans fund,http://www.daily-mail.co.zm/afdb-okays-energy-loans-fund/,NEWS AFDB- All Streams,,,,0
9206496f,1/19/18,EBRD Lends Figeac AÃ©ro â‚¬38 Mln for Expansion in Morocco & Tunisia,http://northafricapost.com/21802-ebrd-lends-figeac-aero-e38-mln-expansion-morocco-tunisia.html,NEWS EBRD - All streams,EBRD-48424,Figeac Aero Regional,https://ewsdata.rightsindevelopment.org/projects/48424-figeac-aero-regional/,1
4827d3f,3/6/18,AfDB obtains $52.5m Green Climate Fund for Zambia Renewable Energy,http://worldstagegroup.com/index.php?active=news&newscid=43413&catid=26,NEWS AFDB- All Streams,"GCF-FP080, WB-P160383","Zambia Renewable Energy Investment Framework (GCF-FP080); Zambia Scaling Renewable Energy Program Investment Plan (WB-P160383)",https://ewsdata.rightsindevelopment.org/projects/fp080-zambia-renewable-energy-investment-framework/; https://ewsdata.rightsindevelopment.org/projects/p160383-zambia-scaling-renewable-energy-program-investment/,1
a5af59f,6/6/18,AfDB promotes better access to mortgage finance in Ghana,https://www.worldstagegroup.com/afdb-promotes-better-access-to-mortgage-finance-in-ghana/,NEWS AFDB- All Streams,,,,0
2513267f,1/13/18,PPP Center sets pre-bid conference for Baggao Water LGU project,http://beta.philstar.com/business/2018/01/14/1777442/ppp-center-sets-pre-bid-conference-baggao-water-lgu-project,NEWS ADB - All Streams,,,,0
96b5109d,4/27/18,IDB approves another loan for Quito metro,https://www.bnamericas.com/en/news/infrastructure/idb-approves-another-loan-for-quito-metro,NEWS IDB - All Streams,IADB-EC-L1111,Quito Metropolitan Urban Transport System,https://ewsdata.rightsindevelopment.org/projects/ec-l1111-quito-metropolitan-urban-transport-system/,1
9bbee377,4/28/18,IDB approves USD 250 mln loan to help build a metro line in Quito,https://www.devdiscourse.com/Article/5428-idb-approves-usd-250-mln-loan-to-help-build-a-metro-line-in-quito/Latin%20America%20and%20Caribbean,NEWS IDB - All Streams,IADB-EC-L1111,Quito Metropolitan Urban Transport System,https://ewsdata.rightsindevelopment.org/projects/ec-l1111-quito-metropolitan-urban-transport-system/,1
73334df7,4/23/18,"IDB Invest, IFC finance Achiras wind farm in Argentina",https://www.txfnews.com/Tracker/Details/ef312f80-bad7-4bec-90f3-eec29a2e536a/IDB-Invest-IFC-finance-Achiras-wind-farm-in-Argentina,NEWS IDB - All Streams,IIC-12063-02,Achiras Wind Power Project (IIC-12063-02),https://ewsdata.rightsindevelopment.org/projects/12063-02-achiras-wind-power-project/,1
2d23370d,5/17/18,IDB invests USD 5 mn in MONI Online in its first operation with Fintech company,https://www.devdiscourse.com/Article/7943-idb-invests-usd-5-mn-in-moni-online-in-its-first-operation-with-fintech-company,NEWS IDB - All Streams,IIC-12116-01,Moni Online S.A.,https://ewsdata.rightsindevelopment.org/projects/12116-01-moni-online-sa/,1
9e628fd3,2/14/18,Nigeria: AfDB Signs $700 Million Development Loan Agreement With Japan,http://allafrica.com/stories/201802140029.html,NEWS AFDB- All Streams,,,,0
3d4066f7,5/10/18,AfDB Grants $1.5 million for Jigawa IPP,http://africaoilandpower.com/2018/05/10/afdb-grants-1-5-million-for-jigawa-ipp/,NEWS AFDB- All Streams,,,,0
69adbb37,5/23/18,"AfDB, Korea agree to partner on Korea-Africa Energy Investment Facility",http://www.engineeringnews.co.za/article/afdb-korea-agree-to-partner-on-korea-africa-energy-investment-facility-2018-05-23,NEWS AFDB- All Streams,,,,0
c10f5087,3/22/18,"EBRD PROVIDES EUR 1.15 BLN TO SUPPORT SMES IN UKRAINE, GEORGIA, MOLDOVA",https://open4business.com.ua/ebrd-provides-eur-1-15-bln-support-smes-ukraine-georgia-moldova/,NEWS EBRD - All streams,,,,0
d6eab073,2/9/18,EBRD provides â‚¬6 million loan to PeopleCert,http://www.finchannel.com/business/banksandservices/71466-ebrd-provides-6-million-loan-to-peoplecert,NEWS EBRD - All streams,,,,0
af4b8026,4/1/18,"Wema Bank secures $35m AfDB, ICD funds for SMEs",http://thenationonlineng.net/wema-bank-secures-35m-afdb-icd-funds-smes/,NEWS AFDB- All Streams,,,,0
c518c447,3/22/18,AfDB grants Ghana $39 million to improve agricultural output in Savannah zone,https://www.ecofinagency.com/agriculture/2203-38231-afdb-grants-ghana-39-million-to-improve-agricultural-output-in-savannah-zone,NEWS AFDB- All Streams,,,,0
2cd7aac4,2/12/18,ADB provides USD 100 million loan assistance to Nepal,http://kathmandupost.ekantipur.com/news/2018-02-12/adb-provides-usd-100-million-loan-assistance-to-nepal.html,NEWS ADB - All Streams,,,,0
bfbc4f3c,3/21/18,Rwanda Innovation Fund project to receive US $30-million loan from African Development Bank,http://www.businessghana.com/site/news/business/161626/Rwanda-Innovation-Fund-project-to-receive-US-$30-million-loan-from-African-Development-Bank,NEWS AFDB- All Streams,,,,0
5c3867d7,2/27/18,IDB provides US$248m for key gov't initiatives,http://www.jamaicaobserver.com/latestnews/IDB_provides_US$248m_for_key_gov%26%238217;t_initiatives?profile=1228,NEWS IDB - All Streams,,,,0
f6652c7b,2/7/18,EIB approves 1.5 bln euro loan to TAP gas pipline,http://www.menafn.com/1096442548/EIB-approves-15-bln-euro-loan-to-TAP-gas-pipline,NEWS EIB - All streams,,,,0
6c72ae9a,2/12/18,/ ADB pledges USD 100 million to upgrade rural roads in Nepal,https://www.indiatoday.in/pti-feed/story/adb-pledges-usd-100-million-to-upgrade-rural-roads-in-nepal-1167873-2018-02-12,NEWS ADB - All Streams,,,,0
7539d05f,5/14/18,Citi Inks $100 Million Trade Finance Deal With Asian Development Bank,https://www.pymnts.com/news/b2b-payments/2018/citi-adb-trade-finance/,NEWS ADB - All Streams,,,,0
c5346537,3/16/18,"ADB, India Sign $120 Million Loan to Improve Rail Infrastructure",https://www.finchannel.com/business/72240-adb-india-sign-120-million-loan-to-improve-rail-infrastructure,NEWS ADB - All Streams,ADB-36330-033,Railway Sector Investment Program - Tranche 3,https://ewsdata.rightsindevelopment.org/projects/36330-033-railway-sector-investment-program-tranche-2/,1
ae07d672,2/14/18,World Bank inks $510m Iraq infrastructure project deal,http://www.gdnonline.com/Details/317754/World-Bank-inks-$510m-Iraq-infrastructure-project-deal,NEWS WB- All Streams,,,,0
8c34b030,2/16/18,World Bank approves $486m to improve Nigeria's electricity transmission network,http://www.power-technology.com/news/world-bank-approves-486m-improve-nigerias-electricity-transmission-network/,NEWS WB- All Streams,WB-P146330,NG-Electricity Transmission Project (WB-P146330),https://ewsdata.rightsindevelopment.org/projects/p146330-ng-electricity-transmission-project/,1
44e02446,2/3/18,Inland Waterways Authority Of India Signs Project Agreement With The World Bank For Jal Marg Vikas Project on Ganga,http://www.businessworld.in/article/Inland-Waterways-Authority-Of-India-Signs-Project-Agreement-With-The-World-Bank-For-Jal-Marg-Vikas-Project-on-Ganga-/03-02-2018-139435,NEWS WB- All Streams,WB-P148775,Capacity Augmentation of the National Waterway - 1(JAL MARG VIKAS) Project (WB-P148775),https://ewsdata.rightsindevelopment.org/projects/p148775-national-waterways-development-project/,1
e982195d,4/7/18,World Bank to fund $ 420 mn for climate resilient farming in Maharashtra,https://www.ruralmarketing.in/industry/policy/world-bank-to-fund-420-mn-for-climate-resilient-farming-in-maharashtra,NEWS WB- All Streams,WB-P160408,Maharashtra Project on Climate Resilient Agriculture (WB-P160408),https://ewsdata.rightsindevelopment.org/projects/p146330-ng-electricity-transmission-project/,1
5a307c9e,3/31/18,Burkina Faso: World Bank Approves $50 Million to Boost Private Investment and Job Creation,https://moderndiplomacy.eu/2018/03/31/burkina-faso-world-bank-approves-50-million-to-boost-private-investment-and-job-creation/,NEWS WB- All Streams,WB-P161234,Burkina Faso - Bagre Growth Pole Project Additional Financing,https://ewsdata.rightsindevelopment.org/projects/p161234-burkina-faso-bagre-growth-pole-project-additiona/,1
21044d5f,4/30/18,World Bank approves $180 mln loan guarantee for Kenya's energy sector,https://www.reuters.com/article/kenya-worldbank-energy/world-bank-approves-180-mln-loan-guarantee-for-kenyas-energy-sector-idUSL8N1S7375,NEWS WB- All Streams,WB-P162422,KenGen Guarantee Program (WB-P162422),https://ewsdata.rightsindevelopment.org/projects/p146330-ng-electricity-transmission-project/,1
340d79e8,2/12/18,Government secures $40m from World Bank to support free SHS,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Government-secures-40m-from-World-Bank-to-support-free-SHS-625783,NEWS WB- All Streams,WB-P163628,Secondary Education Improvement Project Additional Financing (WB-P163628),https://ewsdata.rightsindevelopment.org/projects/p163628-secondary-education-improvement-project-additional/,1
21c8dc10,2/24/18,AfDB approves RFTF with US$ 3 million,http://www.businessghana.com/site/news/business/160143/AfDB-approves-RFTF-with-US$-3-million,NEWS AFDB- All Streams,,,,0
b78eac50,2/24/18,AfDB approves RFTF with US$ 3 million,http://www.businessghana.com/site/news/Business/160143/AfDB-approves-RFTF-with-US$-3-million,NEWS AFDB- All Streams,,,,0
2478dd5b,5/22/18,Afghanistan awards 50 MW of hybrid solar projects,https://renewablesnow.com/news/afghanistan-awards-50-mw-of-hybrid-solar-projects-613419/,NEWS ADB - All Streams,,,,0
f2f565d6,3/19/18,ADB director reaffirms support for Afghanistan's infrastructure development,https://www.pajhwok.com/en/2018/03/19/adb-director-reaffirms-support-afghanistan%E2%80%99s-infrastructure-development,NEWS ADB - All Streams,,,,0
166e847c,3/1/18,EBRD to support capacity building of Azerbaijan's energy regulator,https://www.azernews.az/business/128042.html,NEWS EBRD - All streams,,,,0
a183ec95,2/27/18,ADB President Confirms Increased Financial Assistance to Bangladesh,http://feedproxy.google.com/~r/adb_news/~3/9GBV392aakE/adb-president-confirms-increased-financial-assistance-bangladesh,NEWS ADB - All Streams,,,,0
e6a79ca2,2/16/18,Japan Gives $700m Loan To AfDB,https://leadership.ng/2018/02/16/japan-gives-700m-loan-afdb/,NEWS AFDB- All Streams,,,,0
5eca9220,5/31/18,"AfDB, GCF partner on 'Desert-to-Power' scheme",http://thenationonlineng.net/afdb-gcf-partner-on-desert-to-power-scheme/,NEWS AFDB- All Streams,,,,0
f1e63fb6,2/27/18,Asian Infrastructure Investment Bank to invest $200 mn in NIIF,https://www.vccircle.com/asian-infrastructure-investment-bank-to-invest-200-mn-in-niif/,NEWS AIIB - All Streams,,,,0
cf03c965,3/9/18,Telkom Kenya applies for EIB loan to help fund €75m network investment,http://www.capacitymedia.com/Article/3792825/News/Telkom-Kenya-applies-for-EIB-loan-to-help-fund-75m-network-investment,NEWS EIB - All streams,EIB-20170635,Kenya Telecom Expansion,https://ewsdata.rightsindevelopment.org/projects/20170635-kenya-telecom-expansion/,1
c4d39fcc,1/12/18,European Investment Bank provides $150m for renewable energy in Peru,http://www.climateactionprogramme.org/news/european-investment-bank-provides-150m-for-renewable-energy-in-peru,NEWS EIB - All streams,EIB-20160848,Enel Green Power Peru,https://ewsdata.rightsindevelopment.org/projects/20160848-enel-green-power-peru/,1
cf5a35d4,4/4/18,EIB powers African solar firm d.light with US$25m funding,http://www.itwebafrica.com/enterprise/505-africa/243786-eib-powers-african-solar-firm-dlight-with-us25m-funding,NEWS EIB - All streams,EIB-20161001,Off Grid Solar Acceleration,https://ewsdata.rightsindevelopment.org/projects/20161001-off-grid-solar-acceleration/,1
21b9419d,2/21/18,ADB approves $360 m loan for railway development,http://www.dhakatribune.com/bangladesh/development/2018/02/21/adb-approves-loan-railway-development/,NEWS ADB - All Streams,ADB-50312-003,Railway Rolling Stock Operations Improvement Project,https://ewsdata.rightsindevelopment.org/projects/50312-003-railway-rolling-stock-operations-improvement-proje/,1
b8dd4c57,2/8/18,"ADB, World Bank, Australia-Supported High-Speed Broadband Goes Live in Samoa",http://feedproxy.google.com/~r/adb_news/~3/ZlsBuUhfaQM/adb-world-bank-australia-supported-high-speed-broadband-goes-live-samoa,NEWS ADB - All Streams,ADB-47320-001,Samoa Submarine Cable Project,https://ewsdata.rightsindevelopment.org/projects/47320-001-samoa-submarine-cable-project/,1
38d2206c,1/8/18,IDB to provide $1bn loan for 2.4GW hydropower plant in Colombia,https://www.power-technology.com/news/idb-provide-1bn-loan-2-4gw-hydropower-plant-colombia/,NEWS IDB - All Streams,IIC-11794-04,Planta Hidroelectrica Ituango,https://ewsdata.rightsindevelopment.org/projects/11794-04-planta-hidroelectrica-ituango/,1
abc93c01,5/9/18,Delivery Unit Seeking To Help Govt Meet Promises,http://www.tribune242.com/news/2018/may/09/delivery-unit-seeking-to-help-govt-meet-promises/,NEWS IDB - All Streams,IADB-BH-L1035,Performance Monitoring and Public Financial Management Reform,https://ewsdata.rightsindevelopment.org/projects/bh-l1035-performance-monitoring-and-public-financial-manage/,1
925ca007,3/16/18,Inter-American Development Bank Loans Davivienda $200 Million USD to Finance Mortgages in Colombia,http://www.financecolombia.com/inter-american-development-bank-loans-davivienda-200-million-mortgage-finance-colombia/,NEWS IDB - All Streams,IIC-12114-01,Davivienda Colombia,https://ewsdata.rightsindevelopment.org/projects/12114-01-davivienda-colombia/,1
b23fb8af,5/31/18,Earth Today | EFJ's new call for proposals aims to strengthen climate response,http://jamaica-gleaner.com/article/news/20180531/earth-today-efjs-new-call-proposals-aims-strengthen-climate-response,NEWS IDB - All Streams,IADB-JA-G1002,Adaptation Program and Financing Mechanisms for the Pilot Program for Climate Resilience,https://ewsdata.rightsindevelopment.org/projects/ja-g1002-adaptation-program-and-financing-mechanisms-for-th/,1
8cfcf435,6/6/18,IDB helps Brazil to expand access to financing for midsized firms,https://www.devdiscourse.com/Article/21943-idb-helps-brazil-to-expand-access-to-financing-for-midsized-firms,NEWS IDB - All Streams,IIC-12161-01,Bozano Growth Capital Fund,https://ewsdata.rightsindevelopment.org/projects/12161-01-bozano-growth-capital-fund/,1
f22acccb,4/24/18,IDB finances 48-MW wind park in Argentina,https://renewablesnow.com/news/idb-finances-48-mw-wind-park-in-argentina-610028/,NEWS IDB - All Streams,IIC-12063-02,Achiras Wind Power Project,https://ewsdata.rightsindevelopment.org/projects/12063-02-achiras-wind-power-project/,1